batch_name,model_version_used,precision,recall,f1,roc_auc,pr_auc,drifted_features,high_drift_features,alerts,retrain_triggered,new_model_version
drift_1.csv,1,0.0,0.0,0.0,0.4762391197694853,0.001891732743254,31,10,Critical: Recall dropped by more than 20% from baseline | Critical: F1 dropped by more than 20% from baseline | Warning: PR-AUC dropped by more than 10% from baseline | Critical: 10 features show high drift | Warning: 5 features show moderate drift,True,2
drift_2.csv,2,0.0,0.0,0.0,0.6080117076210827,0.007350443846000399,30,9,Critical: Recall dropped by more than 20% from baseline | Critical: F1 dropped by more than 20% from baseline | Warning: PR-AUC dropped by more than 10% from baseline | Critical: 9 features show high drift | Warning: 6 features show moderate drift,True,3
